SA-TEMP,RA-TEMP,MA-TEMP,SA-HUMD,RA-HUMD,E_SF,SA-CFM,RA-CFM,E_ccoil,OAD-TEMP,OA-CFM,Y
55.148,72.496,75.347,90.228,49.545,1.565,2234.591,2082.176,19.587,87.182,419.883,F1
55.363,71.655,74.18,91.322,51.703,1.088,1833.68,1787.261,15.922,87.182,319.119,F1
71.938,73.127,71.315,78.336,50.441,0.034,2.248,0.462,0,73.325,2.127,F1
71.723,73.443,70.467,74.578,50.974,0.034,2.248,2.228,0,73.325,1.668,F1
71.723,73.127,70.785,77.13,50.834,0.034,2.248,0.462,0,73.218,3.027,F1
55.04,72.391,75.241,89.639,49.292,1.668,2287.313,2117.626,20.915,87.397,443.295,F1
71.615,73.022,70.361,71.605,51.506,0.034,2.248,2.228,0,73.433,1.575,F1
71.831,73.337,70.997,76.85,50.357,0.034,2.248,2.228,0,73.325,2.071,F1
71.938,73.337,71.422,78.28,50.245,0.034,2.248,0.462,0,73.325,1.252,F1
61.498,73.022,67.39,78.505,44.556,0.034,2.248,2.228,0,81.166,2.697,F1
55.04,72.286,74.286,90.565,49.825,1.382,2106.197,1975.635,18.154,81.918,388.647,F1
69.893,73.337,68.345,61.48,53.973,0.034,2.248,2.228,0,74.936,2.109,F1
71.508,73.337,70.467,59.629,52.347,0.034,2.248,2.228,0,73.755,1.93,F1
71.615,73.443,70.361,73.596,51.086,0.034,2.248,2.228,0,73.433,1.9,F1
55.471,72.707,75.241,90.817,49.601,1.313,2042.48,1937.764,18.061,86.86,379.4,F1
61.175,73.022,67.496,78.953,44.303,0.034,2.248,5.758,0,81.274,3.378,F1
71.508,73.232,70.042,58.283,52.011,0.034,2.248,2.228,0,73.433,0.787,F1
72.046,73.127,71.315,78.477,50.133,0.034,1.126,2.228,0,73.325,2.029,F1
71.293,73.232,69.724,56.769,52.852,0.034,2.248,3.993,0,73.647,0.545,F1
55.255,75.125,74.923,90.312,47.47,0.633,1204.822,1380.881,9.46,76.44,78.155,F1
55.255,72.391,74.392,90.144,49.685,1.464,2160.105,2024.251,18.912,82.778,405.255,F1
70.97,73.443,69.3,58.227,53.384,0.035,2.248,0.462,0,74.077,0.861,F1
55.04,72.496,74.286,90.873,49.797,1.293,2032.45,1930.909,17.514,80.952,376.829,F1
54.502,69.868,70.785,89.611,55.486,0.518,858.83,1162.882,5.34,70.855,45.799,F1
54.394,69.868,70.679,89.33,55.599,0.522,853.097,1176.92,5.767,70.855,40.494,F1
70.754,73.548,69.087,59.489,54.113,0.034,1.126,2.228,0,74.722,2.027,F1
55.471,72.917,75.665,90.088,48.536,1.607,2256.677,2094.553,19.564,87.397,426.353,F1
72.046,73.232,71.528,78.645,50.329,0.034,2.248,2.228,0,73.325,1.357,F1
55.255,72.181,74.392,91.462,51.086,1.133,1866.558,1812.342,15.922,86.967,327.682,F1
55.148,72.391,75.135,89.779,49.573,1.6,2249.877,2131.881,19.727,87.504,411.525,F1
68.386,73.127,67.602,65.323,53.496,0.034,2.248,3.993,0,76.225,2.146,F1
70.324,73.443,68.769,59.854,53.805,0.034,2.248,2.228,0,74.614,0.394,F1
55.363,70.288,70.997,89.471,55.542,0.514,883.268,1162.882,5.769,71.177,47.953,F1
71.723,73.232,70.785,76.85,50.385,0.033,2.248,2.228,0,73.218,0.848,F1
55.04,72.496,74.074,90.817,49.797,1.135,1879.739,1834.168,16.229,80.2,336.39,F1
55.255,71.55,73.968,90.985,52.179,0.987,1703.224,1712.653,14.273,85.463,284.576,F1
71.831,73.337,70.997,76.878,50.357,0.033,2.248,2.228,0,73.325,1.685,F1
53.749,70.288,70.997,91.967,52.319,0.513,851.664,1172.24,4.465,73.325,52.959,F1
54.287,70.393,71.209,88.433,54.309,0.526,870.316,1197.212,6.52,71.606,45.713,F1
54.932,72.601,75.771,89.33,47.947,1.78,2364.188,2198.389,21.103,88.578,456.018,F1
55.363,71.235,74.074,91.21,52.207,1.072,1789.46,1753.988,15.441,86.645,309.556,F1
55.471,72.812,75.453,90.789,49.573,1.379,2126.385,1999.884,18.849,87.289,394.236,F1
71.938,73.337,71.422,78.168,49.909,0.034,2.248,2.228,0,73.218,1.245,F1
71.938,73.127,71.209,77.074,50.497,0.033,2.248,0.462,0,73.325,2.045,F1
70.324,73.443,68.663,60.078,53.889,0.034,2.248,2.228,0,74.614,2.132,F1
55.148,72.286,75.347,90.116,49.18,1.666,2289.017,2108.738,20.974,87.611,439.619,F1
55.255,69.868,70.573,89.33,56.187,0.521,863.135,1178.481,5.862,70.64,66.634,F1
54.932,71.129,74.074,89.751,51.591,1.484,2144.92,2017.277,19.18,83.959,395.683,F1
55.04,72.601,73.968,90.985,49.853,1.099,1835.322,1792.268,15.621,78.911,325.006,F1
71.508,73.337,70.042,58.395,52.067,0.034,2.248,2.228,0,73.54,2.132,F1
55.04,69.763,70.573,89.583,56.131,0.514,863.135,1166.001,5.877,70.747,50.405,F1
72.046,73.232,71.315,78.477,50.638,0.033,2.248,2.228,0,73.325,1.405,F1
71.508,73.232,70.361,70.091,51.731,0.034,2.248,0.462,0,73.433,0.572,F1
55.04,72.707,74.074,91.21,49.629,1.069,1807.452,1763.95,15.142,78.803,320.37,F1
71.938,73.232,71.315,77.383,50.469,0.034,2.248,2.228,0,73.218,1.219,F1
70.431,73.443,68.769,59.966,53.805,0.034,2.248,0.462,0,74.507,2.075,F1
71.938,73.232,71.209,77.944,50.273,0.034,2.248,2.228,0,73.218,0.35,F1
55.148,72.496,74.074,90.957,49.853,1.13,1874.794,1840.9,16.082,79.985,331.334,F1
58.484,73.022,70.042,83.665,42.201,0.034,2.248,9.286,0,83.1,5.746,F1
55.363,72.601,75.453,90.088,49.741,1.517,2192.219,2029.489,19.425,87.397,419.174,F1
59.668,72.707,73.862,77.607,58.401,1.045,1856.684,1773.929,19.156,76.011,312.094,F1
72.046,73.337,71.422,78.28,50.273,0.034,2.248,2.228,0,73.433,1.751,F1
55.148,74.179,74.817,91.069,48.395,0.827,1463.491,1562.747,12.38,77.514,213.621,F1
71.723,73.337,70.679,76.569,50.722,0.034,2.248,2.228,0,73.325,0.35,F1
71.508,72.917,69.83,56.348,52.768,0.034,2.248,2.228,0,73.755,3.47,F1
55.255,72.391,74.498,90.424,49.629,1.434,2156.729,2010.313,18.681,82.778,407.491,F1
71.723,73.232,70.148,60.471,51.871,0.034,2.248,2.228,0,73.647,1.02,F1
55.04,72.496,74.074,90.985,49.713,1.177,1925.996,1847.641,16.186,80.092,348.139,F1
54.932,72.391,75.347,90.032,48.956,1.649,2277.094,2122.967,20.887,87.289,437.108,F1
71.508,73.232,70.361,68.492,51.731,0.035,2.248,2.228,0,73.54,0.806,F1
71.938,73.337,71.209,77.691,50.077,0.034,2.248,2.228,0,73.325,0.574,F1
55.04,72.812,75.984,89.246,48.255,1.748,2353.915,2167.712,21.148,87.719,457.973,F1
71.938,73.232,71.315,77.831,50.273,0.034,2.248,2.228,0,73.218,0.35,F1
54.61,70.393,70.997,92.64,52.712,0.524,876.069,1194.089,4.494,72.681,49.684,F1
71.831,73.443,70.997,76.766,50.273,0.034,2.248,2.228,0,73.325,0.522,F1
70.97,73.232,69.3,58.788,54.225,0.035,2.248,2.228,0,74.507,1.167,F1
65.588,73.127,66.753,70.932,50.582,0.034,2.248,3.993,0,78.374,1.329,F1
66.557,73.548,66.859,68.772,51.086,0.034,2.248,2.228,0,77.407,2.447,F1
71.938,73.232,71.209,77.13,50.413,0.034,2.248,2.228,0,73.325,1.72,F1
70.216,73.232,68.875,60.415,54.113,0.034,1.126,2.228,0,74.722,2.084,F1
54.932,72.707,75.347,90.116,47.919,1.523,2187.143,2052.249,18.972,86.537,412.013,F1
64.835,73.232,66.647,72.25,49.713,0.034,2.248,2.228,0,79.018,2.295,F1
55.148,72.391,74.498,90.396,49.741,1.433,2138.177,2006.834,18.804,82.778,397.891,F1
55.255,72.286,75.241,90.06,49.797,1.596,2244.78,2101.64,19.727,87.504,415.949,F1
55.255,72.391,74.074,90.789,49.881,1.223,1959.156,1876.384,16.736,80.737,350.125,F1
71.938,73.337,71.103,76.597,50.357,0.033,2.248,2.228,0,73.325,1.612,F1
55.148,74.179,74.817,90.901,48.339,0.794,1405.401,1522.54,12.043,77.407,197.362,F1
66.557,73.653,67.072,68.885,51.03,0.034,2.248,0.462,0,77.514,2.14,F1
55.255,72.286,75.135,90.172,49.601,1.594,2256.677,2096.324,19.417,87.182,422.083,F1
55.148,72.707,75.771,89.19,48.199,1.784,2364.188,2191.153,21.658,88.471,454.727,F1
71.938,73.337,71.315,77.607,50.049,0.034,2.248,2.228,0,73.325,1.944,F1
70.431,73.443,68.769,59.994,53.861,0.035,2.248,2.228,0,74.614,1.133,F1
54.932,72.391,74.286,90.48,49.713,1.314,2034.121,1924.062,17.579,81.489,373.064,F1
71.938,73.337,70.679,76.289,50.666,0.034,2.248,2.228,0,73.54,0.405,F1
54.825,72.496,74.074,90.845,49.769,1.149,1869.852,1820.726,16.061,79.877,334.739,F1
71.293,73.022,69.83,56.544,52.768,0.034,2.248,2.228,0,73.54,2.076,F1
71.4,73.127,69.936,56.572,52.543,0.034,2.248,0.462,0,73.54,2.125,F1
54.932,72.286,74.923,90.2,49.32,1.545,2214.236,2076.881,19.406,86,417.581,F1
70.97,73.232,69.194,58.62,54.113,0.035,2.248,0.462,0,74.507,2.084,F1
55.04,72.917,75.878,89.499,48.143,1.721,2345.36,2158.728,21.327,88.041,456.506,F1
69.248,73.127,67.92,62.995,53.973,0.034,2.248,2.228,0,75.581,2.084,F1
55.04,73.863,74.604,90.957,48.676,0.876,1566.563,1653.602,13.686,77.729,237.199,F1
55.794,70.604,71.209,90.985,54.309,0.525,855.963,1181.602,5.078,71.929,52.53,F1
71.831,73.127,70.891,76.317,50.217,0.033,2.248,2.228,0,73.325,0.361,F1
63.005,73.337,66.647,75.532,46.602,0.034,2.248,2.228,0,80.092,3.685,F1
55.04,72.496,75.453,89.555,48.956,1.676,2292.426,2122.967,21.034,87.826,438.826,F1
55.04,72.286,75.241,89.807,49.18,1.641,2268.583,2110.514,21.004,87.504,434.986,F1
70.862,73.232,69.3,58.199,53.552,0.034,2.248,2.228,0,73.862,2.053,F1
54.502,69.973,70.785,88.994,55.767,0.522,867.442,1194.089,6.18,70.962,44.86,F1
68.171,73.022,67.284,66.22,53.132,0.034,2.248,2.228,0,76.87,2.542,F1
71.293,73.232,69.618,57.189,53.272,0.034,2.248,2.228,0,73.755,1.295,F1
72.046,73.127,71.315,77.916,50.385,0.034,2.248,0.462,0,73.218,2.137,F1
54.61,70.078,70.785,88.854,55.627,0.511,854.529,1172.24,6.329,70.855,39.346,F1
54.932,72.707,74.18,78.869,48.479,0.034,2.248,11.048,0,84.819,5.872,F1
54.932,72.707,75.771,89.134,48.003,1.767,2340.229,2173.111,21.276,88.471,446.419,F1
55.04,72.707,75.665,89.359,48.339,1.741,2340.229,2178.516,21.13,87.826,453.397,F1
55.04,72.286,75.347,89.611,49.096,1.676,2297.54,2144.391,20.887,87.504,435.974,F1
55.794,73.022,75.665,90.032,48.62,1.595,2256.677,2112.291,19.604,87.504,431.195,F1
72.046,73.232,71.422,77.831,50.525,0.034,2.248,2.228,0,73.218,0.503,F1
71.938,73.443,71.528,78,50.385,0.034,2.248,2.228,0,73.218,1.58,F1
54.394,72.707,74.817,78.785,48.479,0.034,2.248,14.572,0,85.033,7.571,F1
72.046,73.232,71.422,77.719,50.245,0.033,2.248,2.228,0,73.325,0.921,F1
55.148,72.707,75.771,89.415,48.199,1.735,2343.649,2165.914,21.01,87.934,457.09,F1
55.578,71.55,73.65,90.565,52.459,0.931,1667.656,1684.701,13.938,85.141,265.483,F1
55.04,72.181,75.135,89.835,49.208,1.68,2290.721,2128.313,20.914,87.182,438.98,F1
72.046,73.232,71.528,77.691,50.385,0.034,1.126,2.228,0,73.325,1.169,F1
71.938,73.548,71.528,77.803,50.077,0.034,2.248,2.228,0,73.218,1.188,F1
55.363,70.288,70.997,89.527,55.43,0.531,871.754,1175.36,5.658,71.177,57.958,F1
55.148,72.286,75.241,89.695,49.657,1.623,2261.778,2110.514,20.413,87.397,433.254,F1
55.255,72.391,74.498,90.452,49.629,1.452,2166.859,2025.997,18.681,82.778,408.13,F1
71.508,73.127,70.361,70.231,51.899,0.034,2.248,2.228,0,73.54,0.742,F1
70.862,73.548,69.512,58.255,53.44,0.035,2.248,2.228,0,74.077,0.743,F1
55.148,72.496,75.453,89.751,49.096,1.652,2294.131,2110.514,20.911,88.041,438.965,F1
54.932,72.391,75.029,89.947,49.376,1.543,2204.07,2082.176,19.263,86.108,404.235,F1
71.831,73.337,70.891,76.878,50.329,0.034,2.248,2.228,0,73.325,0.777,F1
71.615,73.443,70.573,74.494,51.03,0.034,2.248,2.228,0,73.325,2.09,F1
71.615,73.337,70.573,75.167,50.806,0.034,2.248,0.462,0,73.325,1.744,F1
71.293,73.232,70.148,59.489,52.656,0.034,2.248,2.228,0,73.54,1.199,F1
68.064,73.127,67.284,66.024,53.328,0.034,2.248,2.228,0,76.548,2.326,F1
54.825,72.707,75.878,89.05,47.919,1.772,2341.939,2185.732,21.185,88.149,451.186,F1
71.508,72.917,70.361,71.858,51.703,0.034,2.248,0.462,0,73.433,0.733,F1
54.932,70.078,70.891,88.349,55.991,0.513,834.507,1184.723,6.479,70.962,58.414,F1
54.825,72.496,75.453,88.153,48.003,0.621,1638.655,1509.716,20.313,87.182,305.879,F1
71.938,73.337,71.103,77.467,50.245,0.034,2.248,2.228,0,73.218,0.511,F1
54.825,72.707,75.771,89.274,47.807,1.794,2371.041,2191.153,21.084,88.471,453.447,F1
69.463,73.127,68.026,62.658,54.141,0.034,2.248,2.228,0,75.473,1.916,F1
65.696,73.022,66.753,70.652,50.666,0.034,2.248,2.228,0,78.266,2.139,F1
55.04,72.286,74.18,90.593,49.853,1.311,2047.498,1948.065,17.765,81.381,379.981,F1
71.938,73.337,71.209,77.944,50.077,0.033,2.248,0.462,0,73.325,1.609,F1
55.04,72.391,75.347,89.695,49.04,1.674,2289.017,2135.452,21.059,87.289,436.138,F1
71.831,73.337,70.891,77.102,50.413,0.033,2.248,2.228,0,73.218,0.374,F1
72.046,73.443,71.315,77.635,50.105,0.034,2.248,2.228,0,73.325,2.125,F1
55.255,72.496,75.453,89.751,49.657,1.493,2176.997,2038.23,19.592,87.074,412.237,F1
55.148,72.181,75.241,89.583,49.292,1.671,2278.797,2126.53,20.887,87.289,430.694,F1
54.932,72.286,75.347,89.639,48.928,1.645,2280.5,2117.626,20.783,87.182,428.645,F1
71.831,73.022,70.785,75.924,50.666,0.033,2.248,2.228,0,73.218,0.741,F1
54.932,70.288,71.103,90.873,54.505,0.517,837.362,1178.481,5.175,71.392,61.964,F1
54.717,72.496,75.453,89.218,48.003,1.742,2316.308,2165.914,21.095,87.719,442.299,F1
54.287,72.391,75.135,89.415,47.863,1.602,2229.5,2085.709,20.352,86.43,426.605,F1
55.04,72.601,75.771,89.611,48.115,1.775,2350.493,2164.116,21.275,88.578,450.493,F1
61.067,72.917,67.602,79.178,44.191,0.034,2.248,9.286,0,81.381,5.37,F1
55.04,72.286,74.498,90.312,49.825,1.456,2144.92,2015.535,18.688,82.67,403.581,F1
55.04,72.496,75.665,89.106,48.199,1.745,2348.781,2180.319,21.307,88.363,448.424,F1
54.932,72.286,75.135,89.835,49.096,1.653,2265.18,2114.069,20.941,87.719,424.529,F1
67.418,73.232,67.072,67.006,52.347,0.035,2.248,2.228,0,76.87,1.571,F1
55.363,72.917,75.878,89.443,48.367,1.724,2331.681,2146.18,20.677,88.041,447.719,F1
55.04,72.496,73.968,91.069,49.825,1.117,1868.205,1815.694,15.623,78.696,328.825,F1
72.046,73.232,71.422,78.252,50.497,0.034,2.248,2.228,0,73.218,2.083,F1
70.97,73.232,69.406,57.947,53.524,0.034,2.248,2.228,0,73.97,0.524,F1
59.561,72.812,68.663,82.094,42.734,0.034,2.248,9.286,0,82.455,10.622,F1
60.745,72.917,67.814,79.879,43.491,0.034,2.248,5.758,0,81.704,3.687,F1
71.831,73.127,71.103,77.271,50.357,0.034,2.248,2.228,0,73.325,2.123,F1
69.893,73.337,68.345,61.48,53.917,0.034,2.248,2.228,0,74.936,1.885,F1
69.463,73.127,68.026,62.714,54.057,0.034,2.248,2.228,0,75.473,2.138,F1
56.116,71.445,73.225,82.487,55.739,1.007,1750.315,1732.459,17.581,76.011,290.1,F1
71.4,72.917,69.83,56.264,52.852,0.034,2.248,2.228,0,73.54,2.027,F1
71.615,73.127,70.573,75.139,50.778,0.034,2.248,2.228,0,73.325,0.881,F1
54.394,70.499,71.209,88.321,54.365,0.534,858.83,1183.162,6.665,71.606,45.995,F1
54.932,72.286,75.241,89.835,49.04,1.66,2297.54,2131.881,20.969,87.504,433.966,F1
68.925,73.443,67.814,63.724,53.496,0.034,2.248,2.228,0,75.796,2.07,F1
55.148,70.604,71.315,87.536,54.758,0.524,860.265,1183.162,6.941,71.821,52.131,F1
54.932,69.973,70.573,90.032,55.851,0.522,850.232,1169.12,5.673,70.747,65.444,F1
55.04,72.917,74.392,91.097,49.685,1.044,1820.558,1783.925,15.142,78.911,312.484,F1
67.203,73.443,67.072,67.623,51.871,0.034,2.248,2.228,0,77.085,2.358,F1
71.4,73.232,70.254,66.248,51.983,0.034,2.248,2.228,0,73.433,1.281,F1
71.4,73.337,70.254,67.342,51.815,0.034,2.248,2.228,0,73.433,0.128,F1
55.04,72.601,74.71,90.396,49.657,1.489,2173.617,2024.251,19.109,83.207,407.705,F1
57.516,72.812,71.422,84.142,42.061,0.034,2.248,11.048,0,83.959,10.557,F1
71.615,73.127,70.573,75.756,50.862,0.034,2.248,2.228,0,73.325,1.944,F1
55.471,74.704,75.135,90.649,47.723,0.705,1284.379,1431.574,10.636,77.514,150.187,F1
55.255,71.655,74.498,90.256,50.694,1.485,2187.143,2034.732,19.44,83.744,410.185,F1
72.046,73.127,71.315,78.448,51.002,0.034,2.248,0.462,0,73.218,1.692,F1
55.255,72.496,74.71,91.63,50.385,1.144,1899.539,1822.405,16.13,87.074,337.631,F1
54.932,72.076,75.241,89.779,49.488,1.682,2300.951,2128.313,20.887,87.397,443.046,F1
54.502,72.286,75.135,89.611,47.891,1.649,2280.5,2119.405,20.64,86.967,434.692,F1
71.508,73.337,70.254,68.66,51.731,0.034,2.248,2.228,0,73.433,1.246,F1
55.255,74.915,74.18,88.461,48.283,0.568,992.425,1259.765,7.97,72.681,3.261,F1
68.494,73.232,67.496,65.098,53.496,0.034,2.248,2.228,0,76.118,1.241,F1
55.148,72.496,74.18,90.929,49.769,1.277,1999.077,1910.396,17.054,80.952,371.184,F1
70.862,73.232,69.087,58.479,53.749,0.034,2.248,2.228,0,74.184,1.547,F1
55.148,71.34,74.074,91.266,52.039,1.039,1779.659,1739.075,15.156,86.322,308.162,F1
55.901,70.814,71.528,90.424,54.814,0.521,850.232,1180.041,6.021,71.821,55.841,F1
71.615,73.337,70.785,75.98,50.918,0.035,2.248,0.462,0,73.325,0.79,F1
67.848,73.232,67.284,66.389,53.02,0.034,2.248,2.228,0,76.655,1.923,F1
53.749,70.393,72.27,85.152,53.524,0.887,1515.66,1617.771,15.857,76.011,226.985,F1
71.831,73.022,71.103,77.411,50.666,0.034,2.248,2.228,0,73.325,0.352,F1
71.4,73.337,69.936,57.358,52.011,0.034,2.248,2.228,0,73.54,1.916,F1
59.776,72.812,68.663,81.814,42.874,0.034,2.248,7.522,0,82.455,5.229,F1
71.938,73.337,71.422,78.168,50.021,0.034,2.248,2.228,0,73.218,2.139,F1
61.713,73.232,67.178,78,44.584,0.034,2.248,2.228,0,80.952,3.38,F1
55.148,72.707,74.286,91.182,49.965,1.141,1869.852,1807.316,16.198,79.877,332.907,F1
71.831,73.022,70.467,71.745,51.591,0.035,2.248,0.462,0,73.647,1.24,F1
66.664,73.758,67.072,68.66,51.114,0.034,2.248,2.228,0,77.407,2.528,F1
55.148,74.073,74.817,91.21,48.479,0.816,1457.191,1567.585,12.329,77.622,216.941,F1
72.046,73.337,71.422,78.925,50.357,0.034,2.248,2.228,0,73.218,0.42,F1
55.04,72.496,74.286,90.621,49.797,1.3,1987.419,1910.396,17.398,81.059,364.131,F1
54.932,72.391,74.18,90.593,49.685,1.345,2054.192,1949.784,17.786,81.381,381.768,F1
55.04,72.286,74.286,90.508,49.797,1.338,2052.519,1944.63,17.808,81.489,378.648,F1
71.831,73.022,70.891,76.597,50.469,0.033,2.248,2.228,0,73.325,0.811,F1
70.862,73.443,69.3,58.367,53.524,0.034,2.248,2.228,0,74.184,0.998,F1
71.615,73.232,70.573,75.504,50.918,0.034,1.126,2.228,0,73.325,1.649,F1
72.046,73.232,70.997,76.85,50.301,0.034,2.248,2.228,0,73.54,0.595,F1
60.96,72.917,67.602,79.402,43.967,0.034,2.248,7.522,0,81.489,10.819,F1
72.046,73.443,71.422,77.495,49.993,0.034,2.248,2.228,0,73.218,1.216,F1
71.938,73.232,71.209,77.972,50.245,0.034,2.248,2.228,0,73.325,1.884,F1
55.255,72.707,75.771,89.106,48.339,1.717,2318.015,2156.933,21.149,88.041,436.593,F1
55.04,73.232,74.392,91.069,49.208,0.987,1711.327,1722.548,14.777,78.481,290.475,F1
58.7,72.812,69.618,83.413,42.285,0.034,2.248,9.286,0,82.993,5.238,F1
55.363,70.183,70.891,89.33,55.823,0.514,844.508,1167.561,5.877,70.962,53.461,F1
52.672,70.814,73.119,90.508,49.741,0.943,1553.808,1663.406,13.95,84.067,232.572,F1
72.046,73.337,71.528,78.308,50.245,0.034,2.248,2.228,0,73.325,1.203,F1
55.04,72.496,73.968,91.097,49.769,1.151,1879.739,1827.443,15.675,79.126,338.343,F1
71.723,73.127,70.679,76.738,50.89,0.034,2.248,0.462,0,73.433,0.405,F1
68.064,73.127,67.284,65.968,53.272,0.034,2.248,2.228,0,76.548,1.87,F1
71.938,73.337,71.209,77.831,50.217,0.034,2.248,2.228,0,73.325,0.839,F1
55.471,74.915,75.241,90.957,47.919,0.731,1313.675,1453.833,10.971,77.622,164.334,F1
54.932,72.707,75.665,89.807,47.807,1.75,2352.204,2169.511,21.131,88.578,451.641,F1
54.717,72.391,75.347,89.162,48.199,1.703,2299.245,2140.813,20.78,87.504,439.523,F1
54.717,72.286,75.241,89.162,48.003,1.642,2266.882,2122.967,20.968,87.397,426.337,F1
57.085,72.812,71.74,84.002,42.089,0.034,2.248,11.048,0,84.067,10.764,F1
55.578,72.812,75.347,90.789,49.685,1.353,2079.328,1967.004,18.663,87.289,382.612,F1
55.255,72.601,75.453,89.835,49.741,1.578,2258.377,2101.64,19.701,87.611,424.753,F1
54.287,70.288,70.997,92.472,52.543,0.533,857.396,1197.212,4.385,73.003,58.039,F1
71.938,73.127,71.209,77.831,50.75,0.034,2.248,2.228,0,73.325,1.157,F1
69.463,73.127,68.026,62.602,54.169,0.034,2.248,2.228,0,75.473,1.176,F1
70.109,73.127,68.557,60.835,54.057,0.034,2.248,2.228,0,74.829,1.737,F1
60.529,72.917,67.92,80.159,43.575,0.034,2.248,7.522,0,81.811,7.196,F1
54.61,72.391,75.347,89.218,48.115,1.594,2246.479,2108.738,20.496,87.182,428.384,F1
59.345,72.917,69.087,82.599,42.538,0.034,1.126,9.286,0,82.778,4.418,F1
57.408,72.812,71.209,84.142,41.977,0.035,2.248,12.81,0,83.744,5.839,F1
54.932,72.707,73.968,90.873,49.685,1.113,1853.395,1807.316,15.6,78.803,328.065,F1
71.938,73.127,71.209,76.962,50.273,0.033,2.248,2.228,0,73.325,0.965,F1
55.04,72.391,75.453,89.723,49.04,1.687,2309.481,2133.666,20.824,88.041,442.762,F1
71.4,73.337,70.361,65.351,51.899,0.034,2.248,2.228,0,73.433,0.718,F1
55.148,72.496,74.286,90.565,49.713,1.287,2040.808,1918.933,17.834,81.166,377.295,F1
71.938,73.337,71.103,76.569,50.329,0.034,1.126,0.462,0,73.325,1.756,F1
66.019,73.232,66.859,69.894,50.918,0.034,2.248,2.228,0,77.944,1.916,F1
54.717,72.286,75.347,89.106,48.115,1.688,2294.131,2137.238,21.113,87.397,433.192,F1
55.04,72.286,75.241,89.919,49.068,1.637,2285.61,2106.963,20.795,87.182,442.939,F1
71.938,73.443,71.315,77.158,50.133,0.034,2.248,0.462,0,73.325,2.124,F1
71.077,73.127,69.618,57.301,53.16,0.034,2.248,0.462,0,73.755,1.243,F1
69.248,73.337,74.074,78.953,62.213,1.061,1932.62,1788.93,20.318,76.225,334.75,F1
54.394,72.391,75.241,89.779,47.695,1.659,2271.987,2112.291,20.313,86.752,428.804,F1
64.619,73.232,66.753,72.559,49.432,0.035,2.248,2.228,0,79.126,2.116,F1
72.046,73.127,71.422,78.42,50.329,0.034,2.248,2.228,0,73.218,0.357,F1
71.723,73.337,70.679,75.868,50.666,0.034,2.248,2.228,0,73.433,1.257,F1
72.046,73.443,71.422,77.916,50.189,0.034,2.248,2.228,0,73.218,2.12,F1
55.148,71.34,74.074,91.21,52.179,1.055,1809.09,1763.95,15.367,86.215,316.417,F1
71.508,73.337,70.679,71.493,51.534,0.034,2.248,2.228,0,73.54,2.11,F1
68.602,73.548,67.602,64.65,53.104,0.034,2.248,2.228,0,76.118,1.634,F1
54.394,70.499,71.315,88.237,54.449,0.514,881.828,1178.481,6.555,71.606,43.332,F1
55.148,71.445,73.968,90.929,52.123,1.001,1722.682,1717.598,15.044,85.893,290.73,F1
71.723,73.127,70.785,76.121,50.834,0.034,2.248,0.462,0,73.325,1.462,F1
54.932,72.707,75.665,89.723,48.704,1.653,2282.203,2110.514,20.686,87.826,436.559,F1
55.578,70.183,70.891,89.19,55.935,0.502,866.006,1190.967,6.205,71.069,44.072,F1
55.04,73.548,74.71,91.238,48.9,0.967,1682.19,1722.548,14.037,78.374,269.14,F1
55.363,74.284,75.029,91.041,48.311,0.808,1444.604,1548.249,12.13,77.622,208.873,F1
70.109,73.127,68.557,60.723,54.141,0.034,2.248,2.228,0,74.829,0.741,F1
55.255,74.809,75.135,90.536,47.751,0.676,1207.865,1401.446,10.429,77.299,110.839,F1
62.467,73.443,66.859,76.738,45.48,0.034,2.248,2.228,0,80.522,6.337,F1
72.046,73.127,71.422,77.944,50.329,0.034,2.248,2.228,0,73.325,0.364,F1
55.578,71.865,73.862,91.771,51.422,0.895,1544.255,1627.525,12.323,84.819,238.579,F1
55.363,70.288,70.997,89.611,55.599,0.517,851.664,1159.762,5.783,71.177,35.763,F1
71.4,73.232,70.254,63.864,51.983,0.034,2.248,0.462,0,73.54,1.473,F1
66.88,73.968,73.65,83.076,55.627,0.758,1868.205,1717.598,0,74.077,47.123,F1
55.04,72.601,75.771,89.499,48.087,1.765,2350.493,2176.713,21.51,88.686,449.464,F1
71.831,73.022,70.891,77.046,50.834,0.033,2.248,0.462,0,73.218,0.375,F1
55.255,75.125,74.817,90.48,47.583,0.609,1111.191,1330.414,9.018,75.581,28.544,F1
55.04,72.496,73.968,90.761,49.685,1.153,1876.442,1817.371,16.314,79.877,332.901,F1
63.866,73.337,66.753,73.877,48.255,0.034,2.248,5.758,0,79.448,3.025,F1
71.615,73.443,70.891,75.504,50.666,0.034,2.248,2.228,0,73.218,0.654,F1
71.4,72.917,69.936,56.208,52.572,0.034,2.248,2.228,0,73.433,0.993,F1
55.255,75.125,75.029,90.284,47.527,0.659,1220.05,1385.623,9.545,76.87,95.036,F1
71.723,73.232,70.891,76.541,50.582,0.033,2.248,2.228,0,73.218,1.761,F1
53.103,69.973,71.103,90.172,52.179,0.562,890.478,1205.021,5.525,74.184,55.089,F1
55.148,72.391,74.498,90.312,49.769,1.43,2114.605,1987.745,18.784,82.778,395.93,F1
54.825,72.496,75.453,89.274,48.115,1.748,2324.847,2165.914,21.357,87.611,447.22,F1
